Animal,Breed,Age,Gender,Health Condition,Size,Color,Location,Training,Popularity,Price
Hamster,Syrian,12,Female,Sick,Small,Brown,Germany,Highly Trained,Low,68.25
Cat,Siamese,5,Female,Special Needs,Small,Black,France,Untrained,Low,62.5
Hamster,Syrian,10,Female,Healthy,Medium,Black,UK,Basic Training,Low,85.0
Dog,Beagle,4,Male,Vaccinated,Large,Brown,Australia,Untrained,Low,260.0
Dog,Bulldog,2,Male,Healthy,Medium,Brown,UK,Well Trained,Medium,364.0
Bird,Cockatiel,1,Female,Vaccinated,Medium,White,India,Well Trained,Low,97.5
Rabbit,Netherland Dwarf,5,Male,Healthy,Medium,White,Canada,Well Trained,High,227.5
Rabbit,Angora,9,Female,Sick,Medium,White,Germany,Untrained,Low,66.5
Bird,Finch,6,Female,Healthy,Large,Grey,UK,Untrained,High,220.0
Rabbit,Angora,6,Male,Healthy,Medium,Grey,Australia,Basic Training,High,180.0
Rabbit,Netherland Dwarf,1,Female,Healthy,Medium,Brown,Germany,Untrained,High,155.0
Rabbit,Mini Rex,8,Male,Healthy,Small,White,UK,Highly Trained,Low,91.0
Dog,Bulldog,15,Male,Healthy,Small,Grey,France,Basic Training,Low,275.0
Cat,Bengal,7,Female,Vaccinated,Small,Black,Canada,Well Trained,Medium,240.5
Dog,Bulldog,4,Male,Special Needs,Large,White,Germany,Highly Trained,Low,169.0
Bird,Finch,6,Male,Healthy,Small,Grey,UK,Well Trained,Low,104.0
Dog,Bulldog,8,Female,Sick,Medium,Golden,UK,Highly Trained,Low,236.6
Hamster,Campbell's,13,Female,Healthy,Medium,Grey,India,Untrained,Medium,150.0
Cat,Persian,7,Male,Healthy,Small,Black,France,Well Trained,Low,175.5
Bird,Finch,1,Male,Vaccinated,Small,Spotted,USA,Highly Trained,Low,71.5
Rabbit,Netherland Dwarf,7,Male,Vaccinated,Small,Spotted,India,Basic Training,Low,65.0
Cat,Sphynx,13,Female,Special Needs,Large,Black,France,Untrained,Medium,127.5
Dog,Bulldog,13,Female,Healthy,Medium,Black,France,Well Trained,Low,370.5
Hamster,Syrian,7,Male,Vaccinated,Medium,White,Australia,Untrained,High,170.0
Bird,Macaw,4,Female,Special Needs,Small,Grey,Australia,Basic Training,Low,35.0
Bird,Canary,4,Female,Healthy,Small,Brown,France,Basic Training,High,170.0
Hamster,Campbell's,1,Female,Vaccinated,Small,Golden,UK,Untrained,Medium,70.0
Rabbit,Netherland Dwarf,5,Female,Healthy,Medium,Mixed,USA,Highly Trained,High,227.5
Rabbit,Netherland Dwarf,7,Male,Healthy,Large,Grey,France,Basic Training,Medium,155.0
Hamster,Roborovski,2,Male,Special Needs,Large,White,India,Untrained,Medium,57.5
Rabbit,Flemish Giant,4,Male,Vaccinated,Large,Spotted,Canada,Basic Training,Medium,140.0
Hamster,Dwarf,12,Female,Sick,Medium,White,Australia,Basic Training,Low,66.5
Hamster,Chinese,10,Female,Sick,Medium,Grey,Canada,Untrained,High,129.5
Dog,Bulldog,12,Female,Healthy,Small,Brown,UK,Highly Trained,Medium,403.0
Dog,Poodle,7,Male,Vaccinated,Large,Grey,UK,Highly Trained,Low,357.5
Bird,Finch,3,Male,Vaccinated,Medium,Brown,UK,Basic Training,High,185.0
Rabbit,Flemish Giant,8,Female,Vaccinated,Large,Mixed,UK,Untrained,Medium,160.0
Bird,Canary,15,Male,Sick,Large,White,India,Well Trained,Medium,195.65
Dog,Golden Retriever,1,Female,Vaccinated,Medium,Spotted,USA,Highly Trained,High,422.5
Rabbit,Mini Rex,10,Female,Vaccinated,Small,Golden,Canada,Untrained,High,180.0
Bird,Cockatiel,2,Female,Sick,Small,Spotted,UK,Highly Trained,Low,54.6
Cat,Bengal,8,Female,Healthy,Small,Spotted,Canada,Basic Training,Low,140.0
Cat,Siamese,6,Female,Vaccinated,Large,Mixed,France,Untrained,High,270.0
Hamster,Roborovski,12,Male,Sick,Medium,Spotted,Canada,Untrained,Low,66.5
Cat,Sphynx,13,Female,Special Needs,Small,White,USA,Basic Training,High,132.5
Rabbit,Mini Rex,3,Male,Special Needs,Small,Black,India,Basic Training,Low,22.5
Rabbit,Flemish Giant,8,Male,Healthy,Small,Brown,USA,Well Trained,Medium,156.0
Bird,Canary,13,Female,Vaccinated,Medium,White,USA,Basic Training,Low,135.0
Hamster,Dwarf,8,Male,Sick,Small,White,France,Untrained,High,108.5
Bird,Parrot,9,Male,Sick,Small,Brown,Canada,Well Trained,High,177.45
Rabbit,Angora,1,Male,Sick,Medium,Grey,UK,Well Trained,Low,50.05
Bird,Macaw,4,Female,Healthy,Small,Brown,Canada,Basic Training,High,170.0
Cat,Maine Coon,12,Female,Vaccinated,Medium,Black,India,Highly Trained,Medium,299.0
Dog,Golden Retriever,1,Male,Healthy,Medium,Mixed,Germany,Basic Training,Low,225.0
Hamster,Roborovski,8,Female,Healthy,Small,Golden,France,Untrained,Low,55.0
Hamster,Syrian,5,Male,Sick,Medium,Mixed,USA,Basic Training,High,112.0
Bird,Macaw,2,Female,Special Needs,Small,Grey,USA,Highly Trained,Medium,71.5
Bird,Cockatiel,5,Female,Special Needs,Large,Mixed,France,Untrained,Low,57.5
Bird,Finch,10,Female,Sick,Large,Grey,Australia,Well Trained,Medium,172.9
Rabbit,Angora,5,Male,Special Needs,Medium,Spotted,Australia,Well Trained,Low,48.75
Cat,Sphynx,8,Male,Vaccinated,Medium,Golden,USA,Well Trained,High,338.0
Bird,Cockatiel,2,Male,Healthy,Large,Golden,France,Well Trained,Medium,195.0
Rabbit,Flemish Giant,10,Female,Healthy,Medium,Brown,France,Basic Training,Medium,150.0
Hamster,Campbell's,9,Male,Vaccinated,Medium,White,India,Well Trained,Medium,169.0
Hamster,Roborovski,4,Female,Vaccinated,Medium,Grey,India,Well Trained,High,201.5
Dog,Golden Retriever,11,Male,Sick,Large,Golden,India,Well Trained,High,359.45
Bird,Canary,10,Female,Vaccinated,Medium,Black,India,Basic Training,Medium,170.0
Hamster,Dwarf,11,Male,Sick,Medium,White,USA,Basic Training,Low,63.0
Bird,Macaw,1,Female,Healthy,Small,Spotted,Germany,Highly Trained,High,201.5
Hamster,Roborovski,5,Female,Sick,Medium,Brown,Canada,Well Trained,Medium,100.1
Bird,Macaw,15,Male,Special Needs,Small,Spotted,USA,Highly Trained,Medium,113.75
Bird,Parrot,13,Female,Vaccinated,Small,Golden,UK,Untrained,Low,115.0
Dog,Beagle,7,Female,Special Needs,Large,Brown,Australia,Basic Training,Medium,162.5
Bird,Finch,11,Female,Vaccinated,Small,Brown,France,Highly Trained,Low,136.5
Bird,Macaw,11,Male,Vaccinated,Large,Grey,Australia,Untrained,High,245.0
Cat,Persian,1,Male,Healthy,Medium,White,USA,Well Trained,Medium,227.5
Rabbit,Mini Rex,10,Male,Special Needs,Large,Spotted,France,Untrained,High,110.0
Dog,Golden Retriever,14,Male,Healthy,Medium,Black,India,Untrained,Low,290.0
Rabbit,Mini Rex,1,Male,Vaccinated,Medium,Golden,UK,Highly Trained,High,201.5
Bird,Canary,9,Female,Sick,Medium,White,India,Well Trained,Low,104.65
Cat,Bengal,15,Male,Healthy,Large,Golden,Canada,Highly Trained,Low,279.5
Hamster,Campbell's,4,Male,Healthy,Medium,Brown,UK,Basic Training,High,155.0
Cat,Sphynx,6,Female,Special Needs,Large,Mixed,Australia,Highly Trained,Low,110.5
Dog,Bulldog,8,Female,Special Needs,Medium,Golden,Germany,Highly Trained,Medium,201.5
Dog,Poodle,10,Male,Sick,Large,Spotted,Australia,Untrained,Medium,238.0
Bird,Finch,7,Female,Vaccinated,Large,Spotted,France,Basic Training,Low,125.0
Bird,Finch,2,Female,Special Needs,Small,Black,France,Untrained,Low,30.0
Dog,Golden Retriever,13,Male,Special Needs,Large,Golden,India,Well Trained,Low,198.25
Dog,Poodle,10,Male,Sick,Medium,Spotted,Canada,Highly Trained,High,336.7
Hamster,Campbell's,9,Female,Healthy,Medium,Brown,USA,Highly Trained,Low,104.0
Cat,Siamese,14,Female,Vaccinated,Small,Black,Canada,Highly Trained,Low,221.0
Dog,Bulldog,12,Female,Healthy,Large,Black,France,Well Trained,Low,390.0
Hamster,Chinese,11,Male,Healthy,Medium,Mixed,Canada,Untrained,Low,90.0
Dog,Golden Retriever,10,Male,Vaccinated,Small,Black,Germany,Basic Training,Low,250.0
Hamster,Dwarf,15,Male,Sick,Large,Black,India,Well Trained,Medium,163.8
Rabbit,Netherland Dwarf,10,Male,Special Needs,Small,Mixed,UK,Basic Training,Medium,65.0
Bird,Finch,10,Male,Sick,Small,Brown,UK,Basic Training,Medium,105.0
Bird,Finch,10,Female,Special Needs,Medium,Spotted,France,Basic Training,High,110.0
Rabbit,Angora,8,Female,Healthy,Medium,Black,UK,Well Trained,High,247.0
Cat,Bengal,8,Female,Special Needs,Medium,Grey,USA,Untrained,Low,80.0
Cat,Siamese,3,Female,Healthy,Small,Mixed,USA,Well Trained,High,279.5
Rabbit,Flemish Giant,1,Male,Vaccinated,Medium,Mixed,UK,Basic Training,High,155.0
Bird,Cockatiel,10,Female,Special Needs,Small,Golden,Germany,Highly Trained,High,130.0
Bird,Macaw,13,Male,Vaccinated,Large,Grey,USA,Untrained,Medium,205.0
Bird,Canary,8,Female,Sick,Large,White,Canada,Basic Training,Low,91.0
Bird,Macaw,10,Male,Healthy,Medium,Grey,Canada,Well Trained,Low,156.0
Hamster,Dwarf,5,Male,Special Needs,Small,Black,Canada,Untrained,Low,20.0
Hamster,Roborovski,2,Male,Special Needs,Large,Golden,USA,Well Trained,Low,42.25
Cat,Sphynx,9,Male,Sick,Medium,White,Australia,Highly Trained,Low,150.15
Cat,Maine Coon,4,Male,Special Needs,Large,Golden,Australia,Untrained,Medium,105.0
Cat,Bengal,2,Male,Vaccinated,Medium,Spotted,Australia,Highly Trained,Medium,234.0
Dog,Golden Retriever,10,Male,Special Needs,Large,White,USA,Untrained,High,195.0
Hamster,Campbell's,1,Female,Sick,Small,Mixed,India,Well Trained,Low,18.2
Rabbit,Flemish Giant,8,Male,Sick,Large,White,Germany,Untrained,Medium,112.0
Bird,Canary,9,Female,Sick,Medium,White,Australia,Highly Trained,Low,104.65
Dog,Labrador,15,Female,Healthy,Medium,Golden,Australia,Untrained,High,395.0
Rabbit,Netherland Dwarf,15,Male,Healthy,Medium,White,Germany,Untrained,Low,125.0
Bird,Macaw,9,Female,Healthy,Small,Brown,UK,Well Trained,Low,123.5
Cat,Maine Coon,6,Female,Vaccinated,Large,Black,UK,Highly Trained,Medium,286.0
Bird,Canary,3,Female,Special Needs,Small,Black,Australia,Well Trained,High,107.25
Rabbit,Netherland Dwarf,5,Female,Sick,Medium,Golden,France,Untrained,Medium,87.5
Rabbit,Angora,10,Male,Healthy,Large,Golden,USA,Untrained,Low,120.0
Hamster,Roborovski,15,Male,Healthy,Large,Golden,Germany,Basic Training,Medium,180.0
Rabbit,Flemish Giant,12,Male,Healthy,Medium,Golden,India,Well Trained,High,273.0
Rabbit,Mini Rex,4,Male,Special Needs,Small,Brown,Australia,Basic Training,Medium,50.0
Bird,Cockatiel,10,Female,Sick,Small,Mixed,Australia,Basic Training,Medium,105.0
Dog,Bulldog,6,Male,Special Needs,Small,Brown,Canada,Basic Training,Medium,140.0
Bird,Parrot,2,Female,Special Needs,Small,Mixed,India,Well Trained,Medium,71.5
Bird,Canary,2,Male,Sick,Large,Spotted,Australia,Untrained,Medium,105.0
Rabbit,Holland Lop,1,Male,Sick,Small,Spotted,UK,Well Trained,Medium,77.35
Dog,Beagle,11,Male,Sick,Large,Mixed,UK,Highly Trained,High,359.45
Cat,Maine Coon,3,Male,Healthy,Small,Spotted,Canada,Basic Training,High,215.0
Cat,Bengal,14,Female,Vaccinated,Large,Grey,Germany,Highly Trained,High,403.0
Hamster,Chinese,11,Female,Vaccinated,Small,White,France,Well Trained,Low,91.0
Hamster,Chinese,8,Female,Healthy,Medium,Black,Canada,Well Trained,Medium,162.5
Hamster,Chinese,13,Male,Healthy,Large,Black,Australia,Basic Training,Low,120.0
Rabbit,Holland Lop,13,Female,Special Needs,Small,Brown,Germany,Highly Trained,Medium,94.25
Rabbit,Mini Rex,2,Female,Vaccinated,Small,Black,India,Well Trained,Low,52.0
Dog,Beagle,1,Female,Sick,Medium,Mixed,Germany,Well Trained,High,295.75
Dog,Beagle,12,Female,Sick,Small,White,USA,Untrained,Low,182.0
Rabbit,Flemish Giant,2,Male,Vaccinated,Large,White,USA,Untrained,Low,80.0
Hamster,Chinese,15,Female,Special Needs,Small,Golden,Australia,Highly Trained,Low,58.5
Hamster,Campbell's,10,Male,Healthy,Small,White,Germany,Well Trained,High,214.5
Rabbit,Flemish Giant,9,Female,Healthy,Small,Brown,USA,Basic Training,High,175.0
Hamster,Dwarf,14,Female,Vaccinated,Small,Black,India,Untrained,Low,85.0
Cat,Bengal,3,Male,Special Needs,Small,Golden,UK,Well Trained,High,139.75
Hamster,Roborovski,15,Female,Sick,Large,Spotted,Australia,Untrained,High,161.0
Cat,Persian,12,Female,Special Needs,Large,White,Canada,Basic Training,Low,100.0
Dog,Poodle,14,Female,Healthy,Small,Golden,Canada,Basic Training,Medium,320.0
Cat,Bengal,12,Male,Special Needs,Medium,Grey,Germany,Highly Trained,Medium,149.5
Rabbit,Holland Lop,2,Female,Healthy,Small,White,Canada,Well Trained,Medium,117.0
Hamster,Roborovski,7,Male,Sick,Medium,Grey,Australia,Highly Trained,Medium,109.2
Hamster,Campbell's,10,Female,Vaccinated,Medium,Brown,France,Highly Trained,High,240.5
Rabbit,Flemish Giant,9,Male,Sick,Large,Mixed,UK,Basic Training,Low,80.5
Hamster,Roborovski,2,Male,Vaccinated,Medium,Mixed,Australia,Highly Trained,Low,58.5
Dog,Labrador,7,Female,Healthy,Large,Grey,USA,Well Trained,High,487.5
Hamster,Chinese,7,Male,Healthy,Small,Spotted,Australia,Highly Trained,Medium,130.0
Dog,Golden Retriever,15,Male,Vaccinated,Small,Black,UK,Highly Trained,Low,357.5
Cat,Siamese,15,Female,Healthy,Medium,White,India,Untrained,Low,195.0
Dog,Golden Retriever,14,Female,Sick,Medium,Mixed,USA,Well Trained,Medium,309.4
Hamster,Syrian,13,Male,Healthy,Large,Mixed,Australia,Untrained,High,220.0
Hamster,Dwarf,5,Female,Sick,Large,Golden,France,Basic Training,High,126.0
Cat,Bengal,12,Male,Special Needs,Small,Spotted,UK,Basic Training,Low,80.0
Bird,Finch,10,Male,Healthy,Large,Mixed,India,Basic Training,Medium,190.0
Bird,Canary,9,Male,Vaccinated,Medium,Black,Germany,Basic Training,High,215.0
Bird,Cockatiel,1,Female,Special Needs,Large,Black,Canada,Highly Trained,Medium,94.25
Rabbit,Mini Rex,4,Male,Sick,Small,Mixed,France,Basic Training,Medium,70.0
Bird,Cockatiel,15,Male,Sick,Medium,Spotted,Canada,Highly Trained,High,222.95
Cat,Persian,11,Male,Vaccinated,Large,Brown,India,Basic Training,High,295.0
Cat,Persian,15,Female,Sick,Small,Mixed,UK,Untrained,Low,122.5
Hamster,Syrian,12,Female,Vaccinated,Medium,Mixed,Germany,Basic Training,Low,95.0
Hamster,Syrian,3,Male,Sick,Medium,Spotted,UK,Untrained,Medium,70.0
Cat,Sphynx,10,Male,Vaccinated,Large,Brown,USA,Well Trained,Medium,312.0
Bird,Parrot,3,Male,Special Needs,Small,Mixed,UK,Highly Trained,Low,42.25
Dog,Poodle,15,Male,Healthy,Small,Grey,UK,Well Trained,Low,357.5
Bird,Finch,1,Male,Special Needs,Large,Brown,Australia,Well Trained,Low,61.75
Cat,Persian,14,Female,Healthy,Medium,Spotted,India,Highly Trained,Low,247.0
Dog,Poodle,6,Female,Special Needs,Medium,Golden,UK,Highly Trained,Low,162.5
Hamster,Dwarf,8,Male,Healthy,Large,Golden,Australia,Well Trained,Low,123.5
Cat,Siamese,5,Female,Vaccinated,Large,Brown,France,Well Trained,Low,214.5
Cat,Maine Coon,11,Female,Special Needs,Small,Spotted,Australia,Well Trained,Low,100.75
Rabbit,Flemish Giant,4,Male,Healthy,Large,Spotted,France,Highly Trained,Medium,182.0
Rabbit,Netherland Dwarf,3,Male,Sick,Small,Grey,Germany,Untrained,Medium,66.5
Bird,Macaw,7,Female,Special Needs,Large,Spotted,UK,Untrained,High,112.5
Rabbit,Angora,13,Female,Healthy,Small,Grey,Germany,Untrained,High,195.0
Rabbit,Mini Rex,2,Male,Special Needs,Medium,Spotted,Canada,Well Trained,Low,39.0
Dog,Poodle,12,Female,Vaccinated,Small,Brown,UK,Well Trained,High,468.0
Dog,Golden Retriever,1,Female,Special Needs,Medium,Spotted,France,Untrained,High,162.5
Dog,Bulldog,10,Male,Healthy,Small,Golden,France,Untrained,High,350.0
Bird,Parrot,4,Female,Sick,Medium,Golden,Australia,Basic Training,Low,63.0
Hamster,Chinese,12,Male,Special Needs,Large,Black,UK,Well Trained,Low,74.75
Hamster,Chinese,5,Male,Special Needs,Large,Grey,India,Basic Training,Low,40.0
Dog,Golden Retriever,14,Female,Sick,Large,Grey,UK,Basic Training,Medium,252.0
Hamster,Roborovski,4,Male,Sick,Small,White,Canada,Well Trained,Medium,77.35
Dog,Golden Retriever,11,Male,Special Needs,Small,Black,Canada,Untrained,High,177.5
Hamster,Dwarf,3,Male,Healthy,Small,Mixed,Canada,Well Trained,Low,39.0
Bird,Finch,15,Female,Special Needs,Large,Golden,India,Well Trained,Medium,139.75
Dog,Labrador,12,Male,Vaccinated,Medium,Spotted,India,Well Trained,Low,364.0
Bird,Parrot,14,Female,Special Needs,Medium,Black,Canada,Untrained,High,120.0
Dog,Beagle,9,Female,Sick,Small,Golden,Germany,Highly Trained,Medium,268.45
Bird,Cockatiel,2,Male,Sick,Large,Grey,UK,Well Trained,Low,91.0
Cat,Siamese,1,Female,Vaccinated,Medium,Golden,Australia,Basic Training,Low,125.0
Cat,Sphynx,10,Male,Sick,Large,White,France,Well Trained,Low,172.9
Cat,Maine Coon,1,Female,Special Needs,Medium,Black,France,Well Trained,Medium,113.75
Dog,Labrador,7,Female,Vaccinated,Large,Grey,France,Well Trained,Low,357.5
Cat,Bengal,2,Female,Healthy,Medium,Spotted,Canada,Basic Training,Medium,180.0
Cat,Siamese,8,Female,Vaccinated,Medium,Spotted,UK,Basic Training,Low,160.0
Hamster,Chinese,6,Female,Sick,Medium,Brown,Australia,Basic Training,Medium,80.5
Dog,Golden Retriever,15,Male,Sick,Large,Brown,Canada,Highly Trained,Low,286.65
Rabbit,Netherland Dwarf,10,Female,Vaccinated,Small,Black,Canada,Well Trained,High,234.0
Rabbit,Angora,6,Male,Healthy,Medium,Brown,France,Basic Training,Low,80.0
Cat,Siamese,13,Female,Sick,Small,Spotted,Germany,Well Trained,Medium,195.65
Hamster,Campbell's,3,Female,Sick,Small,Black,Canada,Highly Trained,High,118.3
Rabbit,Netherland Dwarf,13,Male,Sick,Small,Black,USA,Well Trained,Medium,131.95
Bird,Macaw,14,Female,Healthy,Small,Black,Germany,Well Trained,Low,156.0
Bird,Finch,8,Female,Special Needs,Large,Black,Canada,Well Trained,Low,84.5
Hamster,Campbell's,4,Male,Special Needs,Small,White,USA,Highly Trained,High,87.75
Rabbit,Netherland Dwarf,1,Female,Sick,Large,Brown,Canada,Well Trained,High,159.25
Cat,Bengal,12,Female,Sick,Large,Spotted,Germany,Basic Training,Low,140.0
Bird,Finch,6,Male,Sick,Large,Golden,UK,Well Trained,High,200.2
Dog,Labrador,15,Female,Sick,Small,Brown,Australia,Basic Training,Low,192.5
Cat,Bengal,9,Female,Healthy,Large,Spotted,India,Well Trained,Medium,305.5
Bird,Canary,7,Female,Vaccinated,Large,White,India,Untrained,Medium,175.0
Cat,Bengal,4,Female,Vaccinated,Large,Grey,UK,Untrained,High,260.0
Dog,Bulldog,5,Male,Vaccinated,Medium,Grey,USA,Highly Trained,Low,318.5
Dog,Bulldog,5,Male,Healthy,Small,White,Canada,Well Trained,High,422.5
Dog,Labrador,5,Female,Vaccinated,Small,Grey,UK,Untrained,High,325.0
Dog,Bulldog,8,Female,Vaccinated,Small,Grey,Australia,Basic Training,Low,240.0
Bird,Macaw,8,Male,Vaccinated,Large,Mixed,USA,Well Trained,Medium,234.0
Dog,Golden Retriever,8,Male,Sick,Small,Spotted,France,Highly Trained,Medium,263.9
Hamster,Syrian,10,Male,Sick,Small,Brown,Australia,Highly Trained,High,150.15
Cat,Sphynx,8,Female,Special Needs,Small,White,Canada,Basic Training,High,120.0
Hamster,Roborovski,12,Male,Special Needs,Medium,Brown,UK,Untrained,Medium,72.5
Bird,Cockatiel,12,Female,Special Needs,Small,Golden,USA,Highly Trained,Low,71.5
Bird,Canary,13,Male,Healthy,Medium,Black,UK,Well Trained,Low,175.5
Rabbit,Holland Lop,12,Female,Special Needs,Medium,Mixed,France,Untrained,Medium,80.0
Hamster,Dwarf,13,Female,Special Needs,Large,Black,France,Basic Training,Low,60.0
Cat,Siamese,10,Male,Sick,Medium,Brown,India,Untrained,Low,119.0
Hamster,Roborovski,9,Male,Healthy,Medium,Mixed,Australia,Basic Training,Low,80.0
Rabbit,Netherland Dwarf,13,Male,Sick,Large,Mixed,Canada,Well Trained,High,213.85
Hamster,Roborovski,1,Female,Special Needs,Large,Spotted,India,Basic Training,Medium,55.0
Bird,Finch,7,Female,Vaccinated,Large,White,France,Highly Trained,Low,162.5
Hamster,Chinese,12,Male,Vaccinated,Medium,Golden,USA,Basic Training,Low,95.0
Cat,Maine Coon,15,Female,Special Needs,Large,Black,Germany,Untrained,High,157.5
Rabbit,Holland Lop,7,Female,Special Needs,Large,Spotted,Canada,Untrained,High,102.5
Dog,Poodle,3,Female,Healthy,Small,Brown,France,Untrained,High,315.0
Dog,Bulldog,6,Male,Healthy,Medium,White,India,Basic Training,Medium,300.0
Dog,Labrador,6,Female,Sick,Medium,Spotted,UK,Untrained,Low,175.0
Bird,Parrot,10,Female,Vaccinated,Large,White,USA,Well Trained,High,312.0
Rabbit,Angora,3,Male,Vaccinated,Large,Spotted,USA,Highly Trained,Low,110.5
Dog,Golden Retriever,7,Female,Vaccinated,Large,White,Germany,Highly Trained,High,487.5
Bird,Cockatiel,4,Female,Sick,Medium,White,Canada,Well Trained,Medium,127.4
Bird,Macaw,1,Male,Vaccinated,Medium,Spotted,Germany,Untrained,Low,75.0
Rabbit,Angora,15,Male,Healthy,Large,Mixed,France,Highly Trained,Low,188.5
Bird,Macaw,5,Female,Special Needs,Medium,Spotted,Canada,Well Trained,High,126.75
Cat,Maine Coon,8,Female,Sick,Medium,Grey,Germany,Well Trained,Medium,191.1
Bird,Finch,5,Male,Healthy,Small,Spotted,Germany,Basic Training,Medium,125.0
Bird,Finch,9,Male,Healthy,Small,Golden,India,Untrained,High,195.0
Hamster,Syrian,12,Female,Healthy,Large,White,UK,Untrained,Medium,165.0
Bird,Finch,11,Female,Vaccinated,Medium,Golden,France,Untrained,Medium,175.0
Cat,Bengal,2,Female,Vaccinated,Medium,Golden,Canada,Untrained,Medium,180.0
Dog,Golden Retriever,8,Female,Sick,Medium,Spotted,India,Highly Trained,Low,236.6
Dog,Poodle,3,Female,Vaccinated,Medium,Golden,Canada,Basic Training,High,335.0
Dog,Bulldog,13,Male,Sick,Medium,Mixed,Germany,Basic Training,Medium,234.5
Hamster,Chinese,12,Male,Special Needs,Small,Golden,Canada,Untrained,Low,37.5
Bird,Finch,11,Female,Healthy,Small,Brown,UK,Untrained,Low,105.0
Bird,Canary,12,Male,Sick,Small,Grey,UK,Basic Training,Medium,112.0
Cat,Sphynx,11,Female,Vaccinated,Medium,Brown,France,Highly Trained,Low,227.5
Hamster,Chinese,10,Male,Vaccinated,Medium,Mixed,USA,Basic Training,Low,85.0
Dog,Bulldog,6,Male,Vaccinated,Small,Spotted,UK,Well Trained,Low,299.0
Cat,Bengal,14,Male,Healthy,Small,Spotted,France,Highly Trained,Medium,286.0
Bird,Parrot,12,Male,Vaccinated,Large,Spotted,UK,Highly Trained,Medium,260.0
Dog,Beagle,2,Female,Sick,Small,Black,Canada,Well Trained,Low,191.1
Cat,Sphynx,4,Female,Vaccinated,Large,Black,France,Highly Trained,Medium,273.0
Hamster,Roborovski,7,Female,Sick,Small,Black,USA,Highly Trained,Low,45.5
Bird,Macaw,8,Male,Special Needs,Large,Brown,India,Well Trained,Low,84.5
Hamster,Roborovski,8,Female,Special Needs,Medium,Black,Germany,Untrained,Low,37.5
Bird,Cockatiel,12,Female,Vaccinated,Small,Mixed,India,Well Trained,Medium,208.0
Dog,Golden Retriever,1,Male,Sick,Large,Brown,India,Untrained,Low,171.5
Rabbit,Mini Rex,15,Male,Sick,Medium,Black,France,Untrained,Medium,122.5
Cat,Persian,10,Female,Sick,Medium,Black,Germany,Untrained,Medium,154.0
Bird,Canary,6,Male,Healthy,Large,White,Australia,Basic Training,Low,120.0
Rabbit,Netherland Dwarf,12,Female,Special Needs,Large,Golden,USA,Basic Training,Low,65.0
Hamster,Syrian,9,Male,Special Needs,Small,Grey,Australia,Basic Training,Low,30.0
Rabbit,Mini Rex,4,Male,Vaccinated,Large,Black,France,Well Trained,Low,117.0
Dog,Poodle,15,Female,Special Needs,Small,Black,Canada,Basic Training,High,187.5
Dog,Poodle,5,Female,Vaccinated,Small,White,Canada,Well Trained,Medium,357.5
Bird,Finch,11,Male,Sick,Small,Golden,USA,Well Trained,High,186.55
Hamster,Campbell's,11,Female,Vaccinated,Large,Brown,France,Highly Trained,Medium,208.0
Dog,Labrador,4,Female,Healthy,Large,Brown,Australia,Basic Training,Medium,310.0
Cat,Maine Coon,11,Male,Healthy,Large,Spotted,USA,Well Trained,Medium,318.5
Hamster,Dwarf,5,Female,Healthy,Small,Brown,UK,Basic Training,Medium,90.0
Bird,Parrot,7,Female,Vaccinated,Large,Mixed,USA,Basic Training,High,225.0
Rabbit,Flemish Giant,2,Male,Sick,Small,Spotted,USA,Highly Trained,High,127.4
Bird,Canary,1,Male,Special Needs,Medium,Golden,France,Untrained,Low,37.5
Bird,Parrot,14,Male,Sick,Small,Grey,France,Well Trained,Medium,154.7
Hamster,Chinese,9,Female,Sick,Medium,Black,India,Basic Training,High,126.0
Dog,Bulldog,6,Female,Sick,Small,Brown,Australia,Basic Training,Low,161.0
Rabbit,Netherland Dwarf,5,Female,Healthy,Medium,White,USA,Well Trained,Low,97.5
Dog,Golden Retriever,13,Female,Special Needs,Medium,Brown,Germany,Well Trained,Medium,217.75
Dog,Poodle,10,Female,Healthy,Large,Brown,France,Basic Training,Medium,340.0
Cat,Bengal,7,Male,Vaccinated,Medium,White,Germany,Well Trained,High,331.5
Rabbit,Flemish Giant,13,Male,Special Needs,Medium,Brown,Canada,Basic Training,Medium,82.5
Bird,Macaw,13,Male,Healthy,Large,Mixed,UK,Well Trained,Low,201.5
Hamster,Campbell's,2,Female,Sick,Large,Black,UK,Untrained,Low,45.5
Hamster,Syrian,12,Female,Vaccinated,Large,Mixed,Australia,Highly Trained,High,279.5
Hamster,Roborovski,4,Female,Healthy,Medium,White,USA,Basic Training,High,155.0
Hamster,Roborovski,1,Male,Healthy,Medium,White,France,Untrained,Low,40.0
Rabbit,Angora,9,Male,Special Needs,Small,Black,Germany,Highly Trained,High,113.75
Cat,Bengal,4,Female,Special Needs,Small,Black,France,Highly Trained,Medium,110.5
Rabbit,Flemish Giant,13,Male,Sick,Large,Brown,UK,Well Trained,High,213.85
Hamster,Dwarf,7,Male,Vaccinated,Small,Black,France,Well Trained,High,195.0
Cat,Maine Coon,1,Male,Special Needs,Medium,Black,USA,Well Trained,High,146.25
Cat,Maine Coon,10,Female,Vaccinated,Small,Mixed,Canada,Highly Trained,High,325.0
Rabbit,Flemish Giant,13,Female,Special Needs,Medium,Black,Australia,Basic Training,Low,57.5
